Salary,Assets,ExistingLoans,CreditScore,NumAccounts,PropertyOwnership,VoterRegistration,TotalIncome,Creditworthy,Fraud
31172,73446,4,691,2,Owns Property,Registered,35371,0,0
74071,32887,3,604,2,Owns Property,Registered,79820,1,0
43100,47113,1,657,1,Owns Property,Registered,47171,0,0
39179,24957,2,666,3,Owns Property,Registered,46190,0,0
236081,82573,3,689,1,Owns Property,Registered,242500,0,0
20518,58389,1,572,3,Owns Property,Registered,24148,1,0
36668,43845,2,644,2,Owns Property,Registered,44775,0,0
20592,48690,1,661,1,Rents Property,Registered,21602,0,0
40713,33219,0,664,2,Owns Property,Not Registered,48786,0,0
65063,63431,3,540,2,Rents Property,Registered,72829,0,1
118120,26539,3,615,3,Rents Property,Registered,120924,1,0
29456,59928,2,632,1,Owns Property,Registered,33838,0,0
98490,35349,0,627,3,Rents Property,Registered,101251,1,0
41731,70850,1,648,1,Owns Property,Not Registered,45796,1,0
25216,39823,3,584,3,Owns Property,Registered,32954,1,0
82899,51326,0,610,2,Owns Property,Registered,87573,1,0
27274,74554,4,596,1,Rents Property,Registered,28188,0,0
114350,56427,2,671,2,Owns Property,Registered,120812,0,0
25598,58607,1,614,3,Rents Property,Registered,31028,1,0
84099,49425,4,733,1,Rents Property,Registered,86721,1,0
25465,43734,2,535,1,Rents Property,Registered,33580,1,0
114097,54536,4,649,3,Owns Property,Registered,120485,0,0
142049,51492,4,672,2,Rents Property,Registered,146403,0,0
34027,58874,0,597,2,Rents Property,Registered,39518,0,0
15162,71391,3,691,3,Rents Property,Not Registered,22686,0,0
34352,46374,1,576,1,Owns Property,Registered,40500,0,0
78553,42241,3,685,3,Owns Property,Registered,80571,1,0
32904,37330,0,607,3,Owns Property,Registered,36429,0,0
75357,53719,3,674,2,Owns Property,Registered,76456,1,0
18762,63356,2,634,3,Rents Property,Not Registered,23344,1,0
20019,44761,0,565,2,Rents Property,Registered,21109,0,0
43735,56177,2,693,1,Owns Property,Registered,48936,0,0
13341,42370,0,718,1,Owns Property,Registered,19958,0,0
86961,57207,2,669,3,Rents Property,Registered,91660,1,0
23316,39932,2,690,2,Owns Property,Registered,25761,0,0
130967,57088,1,702,3,Owns Property,Registered,135860,0,0
57977,45188,4,628,3,Rents Property,Not Registered,63431,1,0
21623,18235,0,640,1,Owns Property,Registered,28447,1,0
32312,53033,1,611,3,Owns Property,Registered,35952,0,0
57448,55482,1,688,3,Owns Property,Registered,63446,0,0
96787,43607,4,655,1,Owns Property,Registered,99470,1,0
46404,23944,2,666,1,Owns Property,Registered,49546,0,0
28791,57681,4,612,2,Owns Property,Registered,36289,1,0
38612,47381,0,662,3,Owns Property,Registered,47464,0,0
57970,47824,1,619,3,Rents Property,Not Registered,61448,0,1
150579,51921,2,595,3,Owns Property,Registered,157882,0,0
106920,64133,0,603,1,Owns Property,Registered,113282,0,0
14222,34763,0,596,2,Owns Property,Registered,18227,1,0
72444,35157,4,700,3,Owns Property,Not Registered,77269,0,0
161681,61553,2,598,3,Rents Property,Not Registered,167708,1,0
16709,71516,0,678,1,Owns Property,Not Registered,22940,0,0
60939,65334,4,616,2,Rents Property,Registered,68631,0,0
50579,47235,0,555,3,Rents Property,Registered,53710,0,0
103983,40061,0,678,3,Rents Property,Not Registered,110723,1,0
102269,68526,0,650,1,Owns Property,Registered,108761,1,0
102264,69635,2,707,2,Owns Property,Registered,110222,1,0
28919,43896,2,730,3,Rents Property,Not Registered,33254,0,0
81930,63745,2,667,3,Rents Property,Registered,89174,0,0
35659,66657,2,591,1,Rents Property,Registered,43566,1,0
44264,31892,2,650,2,Owns Property,Not Registered,49833,0,0
82778,32483,3,669,2,Owns Property,Registered,88241,1,0
44395,49417,1,631,1,Owns Property,Registered,49392,1,0
33111,26455,3,546,1,Rents Property,Registered,39809,0,0
51867,41910,0,716,2,Rents Property,Registered,59117,0,0
15428,50181,1,649,3,Rents Property,Registered,21637,1,0
32224,46271,1,600,2,Rents Property,Registered,38540,1,0
120724,23053,0,648,3,Owns Property,Registered,124390,1,0
31830,58895,0,685,3,Rents Property,Registered,35538,1,0
9077,43077,1,687,1,Rents Property,Not Registered,11638,0,0
96274,23129,1,660,1,Rents Property,Registered,105321,1,0
21507,55396,0,634,2,Rents Property,Registered,25724,0,0
28848,51356,4,579,3,Owns Property,Not Registered,35234,1,0
45624,61259,0,665,2,Owns Property,Registered,48702,1,0
118552,49423,2,647,1,Owns Property,Not Registered,122578,0,0
121572,51076,4,760,2,Owns Property,Registered,124221,0,0
47114,54721,3,624,3,Owns Property,Registered,50416,1,0
16380,39748,2,603,3,Owns Property,Not Registered,21534,1,0
75481,51413,2,658,1,Owns Property,Registered,81124,1,0
101920,62169,3,657,2,Owns Property,Registered,107016,0,0
33529,67827,4,675,2,Rents Property,Registered,36935,0,0
35760,77381,1,602,3,Owns Property,Registered,40383,1,0
87513,59984,3,589,3,Rents Property,Registered,94300,1,0
64150,33897,0,571,2,Owns Property,Registered,71435,0,0
30814,60453,1,626,1,Owns Property,Registered,37204,0,0
111767,47293,2,674,1,Owns Property,Registered,117446,0,0
20228,72197,0,588,1,Owns Property,Registered,24626,1,0
19890,35050,4,697,1,Rents Property,Registered,23550,0,0
124686,69762,0,658,3,Rents Property,Not Registered,129531,0,0
29671,73889,4,789,2,Rents Property,Registered,35015,0,0
44607,57866,2,701,2,Owns Property,Registered,51630,1,0
23263,73621,2,671,3,Owns Property,Not Registered,27039,1,0
178587,69800,4,637,2,Rents Property,Registered,181565,0,0
83825,50382,1,649,1,Rents Property,Registered,84914,0,0
17503,29599,4,674,3,Rents Property,Registered,24660,1,0
127404,37917,1,641,3,Owns Property,Registered,132159,0,1
46020,28991,0,634,3,Rents Property,Not Registered,47865,1,0
39937,62189,1,659,2,Rents Property,Not Registered,43783,1,0
83362,39776,4,658,2,Owns Property,Registered,86934,0,0
20804,43775,3,668,3,Owns Property,Registered,24772,1,0
124721,57512,1,567,1,Owns Property,Registered,130963,0,0
40406,56558,1,703,2,Rents Property,Registered,43280,1,0
10042,42665,4,697,2,Rents Property,Registered,16707,1,0
118805,57457,3,578,1,Rents Property,Not Registered,122436,1,0
40543,75645,2,613,3,Owns Property,Registered,43961,0,0
55215,65796,0,624,3,Rents Property,Registered,57885,0,0
18163,48232,4,671,1,Owns Property,Registered,22954,1,0
37212,63269,0,716,2,Rents Property,Registered,42758,0,0
67201,30155,3,654,2,Rents Property,Registered,71364,0,0
117033,46571,2,594,1,Rents Property,Registered,121902,0,0
38478,47241,1,631,2,Owns Property,Registered,42933,1,0
64253,57224,2,620,2,Rents Property,Registered,71011,1,0
31276,25557,1,619,1,Rents Property,Registered,35811,1,0
63219,59940,1,649,1,Owns Property,Not Registered,68339,1,0
27732,21409,1,687,3,Owns Property,Registered,35826,1,0
96811,92815,3,656,1,Rents Property,Registered,107198,1,0
24044,26490,0,605,1,Owns Property,Registered,27386,0,0
76451,45491,2,730,2,Rents Property,Registered,84200,1,0
46805,80617,4,700,1,Rents Property,Registered,49858,0,0
119277,63601,1,726,3,Rents Property,Not Registered,125701,0,0
39735,74882,3,631,1,Owns Property,Registered,48284,0,0
114363,53181,4,568,1,Owns Property,Registered,120582,0,0
23588,74156,1,584,2,Owns Property,Registered,28528,0,0
106809,65748,3,627,1,Owns Property,Not Registered,108075,1,0
33714,63505,2,637,2,Owns Property,Registered,37556,1,0
59124,42585,0,652,2,Owns Property,Registered,62873,1,0
24156,54130,0,638,2,Rents Property,Registered,27757,1,0
23003,45602,1,606,3,Rents Property,Registered,28036,1,0
32671,55132,1,719,1,Owns Property,Registered,38201,0,0
25241,24348,2,711,2,Rents Property,Registered,25709,1,0
14975,61856,4,647,3,Owns Property,Registered,16669,1,0
36136,64260,4,655,2,Rents Property,Registered,43546,0,0
22488,52783,2,716,2,Owns Property,Registered,26784,1,0
82213,53176,4,742,2,Owns Property,Registered,85966,1,0
35714,54337,2,650,3,Owns Property,Not Registered,41359,0,0
53638,50500,0,586,3,Rents Property,Registered,61043,0,0
60443,70399,1,672,1,Rents Property,Registered,62027,0,0
72855,48533,4,545,2,Owns Property,Registered,75328,0,0
62085,66408,1,686,2,Owns Property,Registered,66067,0,0
18418,52791,3,680,2,Rents Property,Registered,26054,1,0
82012,47954,2,672,3,Rents Property,Registered,90314,1,0
32450,84404,4,582,3,Owns Property,Registered,37557,1,0
114172,36193,2,762,3,Owns Property,Registered,120003,0,0
40262,39415,3,597,1,Owns Property,Registered,44002,1,0
84021,53205,2,708,2,Rents Property,Not Registered,88837,0,0
66104,30207,2,600,2,Owns Property,Registered,71130,0,0
50395,29532,2,652,3,Owns Property,Registered,53069,1,1
57626,64463,3,609,3,Rents Property,Not Registered,63228,0,0
67401,67686,4,678,2,Owns Property,Registered,73934,0,0
6840,40164,3,698,3,Owns Property,Registered,13121,1,1
13839,32321,1,669,2,Rents Property,Registered,16937,0,0
23448,52834,3,623,3,Owns Property,Registered,27217,0,0
97073,47394,1,727,3,Rents Property,Registered,101161,0,0
114082,31264,1,553,3,Owns Property,Not Registered,119671,1,0
108165,62950,3,694,3,Owns Property,Registered,113593,0,0
29564,45537,0,574,1,Rents Property,Registered,36901,0,0
10419,57788,3,705,2,Owns Property,Registered,15785,1,0
27536,46293,4,699,2,Rents Property,Registered,35084,1,0
62930,49101,2,630,3,Owns Property,Registered,70483,1,0
27208,25850,1,644,1,Owns Property,Registered,31027,0,0
22354,79237,0,617,2,Owns Property,Registered,27564,1,0
57637,53907,0,621,1,Owns Property,Registered,62276,0,0
142650,51235,2,668,2,Rents Property,Not Registered,148744,1,0
27847,54668,4,709,2,Rents Property,Registered,33931,0,0
45612,22847,0,686,1,Rents Property,Registered,51671,0,0
59436,52157,0,697,2,Rents Property,Registered,64327,0,0
126611,28511,1,727,3,Rents Property,Registered,131904,0,0
17412,43212,2,679,2,Owns Property,Registered,26019,0,0
72954,43343,4,703,1,Rents Property,Registered,77103,1,0
20193,57210,0,622,3,Owns Property,Registered,24236,1,0
27246,47354,2,669,2,Owns Property,Registered,30832,0,0
35883,32223,3,653,2,Rents Property,Registered,42184,0,0
14098,72088,3,631,3,Owns Property,Registered,19934,1,0
104652,32503,4,627,2,Rents Property,Not Registered,109819,0,0
36633,58075,4,710,1,Rents Property,Registered,40633,1,0
52589,59997,2,704,3,Owns Property,Not Registered,58098,0,0
83040,53270,1,734,1,Rents Property,Registered,89197,1,0
12755,51980,4,619,3,Owns Property,Registered,15664,1,0
24980,60006,1,618,2,Owns Property,Not Registered,31223,0,0
20534,45876,3,616,1,Rents Property,Registered,23061,0,0
172013,63890,1,699,1,Rents Property,Registered,180855,1,0
47439,45042,4,675,2,Owns Property,Registered,52158,0,0
24125,61529,0,662,3,Owns Property,Not Registered,31725,1,0
32028,57211,0,511,2,Rents Property,Registered,36904,1,0
89800,53497,3,548,2,Owns Property,Registered,97442,1,0
183347,24925,1,656,2,Rents Property,Registered,191422,0,0
171233,57232,1,715,2,Rents Property,Not Registered,177222,1,0
28952,40023,3,698,2,Rents Property,Registered,32169,0,0
62153,55100,1,630,2,Rents Property,Registered,65498,1,0
35649,61280,4,693,1,Owns Property,Registered,41327,1,0
16425,45605,2,709,1,Rents Property,Registered,21676,0,0
19345,26882,1,658,2,Owns Property,Registered,26198,1,0
28412,56774,0,687,3,Owns Property,Registered,33160,0,0
10273,42588,4,679,3,Rents Property,Registered,16192,1,0
118509,70801,4,772,3,Owns Property,Registered,123544,1,0
21998,28559,2,643,3,Owns Property,Registered,27856,0,0
52767,55935,0,609,2,Rents Property,Not Registered,58464,0,0
31353,47748,3,545,1,Owns Property,Not Registered,37956,0,0
66507,48313,3,560,2,Rents Property,Not Registered,72288,0,0
31307,63941,0,641,3,Owns Property,Registered,39158,1,0
33338,54106,2,624,1,Rents Property,Not Registered,42267,1,0
15441,50756,2,736,1,Owns Property,Registered,22626,1,0
82801,44118,1,616,2,Owns Property,Registered,87676,1,0
126615,50225,0,647,2,Rents Property,Registered,133334,1,0
109364,23493,3,532,3,Owns Property,Registered,115939,0,0
22456,45935,1,472,1,Owns Property,Registered,26211,0,0
55555,42726,4,678,3,Owns Property,Registered,64476,0,0
83470,50193,2,778,3,Owns Property,Registered,90925,0,0
124482,51116,0,683,3,Owns Property,Registered,129200,0,0
84573,48982,3,681,2,Rents Property,Not Registered,89712,1,0
66953,53284,3,624,2,Owns Property,Registered,69680,0,0
90152,44651,0,642,3,Owns Property,Registered,95246,1,0
91236,18274,3,598,3,Rents Property,Registered,97237,1,0
10926,15932,3,582,1,Owns Property,Registered,15611,1,0
63723,46467,4,627,1,Owns Property,Not Registered,66503,1,0
74451,23962,0,686,1,Rents Property,Not Registered,80670,1,0
23183,94980,4,658,1,Owns Property,Registered,27658,1,0
26014,47902,2,627,2,Rents Property,Registered,29468,0,0
98421,80331,0,626,3,Owns Property,Registered,104205,1,0
57689,28987,3,599,1,Rents Property,Registered,60479,1,0
25295,62145,1,626,3,Owns Property,Not Registered,30515,0,0
18084,46157,3,611,3,Rents Property,Registered,25540,0,0
29662,26387,3,645,2,Rents Property,Registered,36448,0,0
70565,49867,0,683,2,Rents Property,Registered,76550,1,0
56211,36444,3,717,3,Owns Property,Registered,61343,1,1
25152,64457,1,707,2,Owns Property,Registered,26010,0,0
73771,42455,0,660,1,Owns Property,Not Registered,78161,0,0
21958,33910,1,636,2,Owns Property,Registered,26959,0,0
97328,62891,3,564,2,Rents Property,Registered,103874,0,0
92559,77205,2,728,2,Owns Property,Not Registered,95832,1,0
22982,47305,0,690,1,Rents Property,Not Registered,29051,1,0
125175,49812,2,663,2,Owns Property,Registered,131447,0,0
14580,44523,1,656,3,Owns Property,Registered,19723,0,0
46141,35382,2,656,2,Rents Property,Registered,52926,1,0
23947,49692,2,580,3,Owns Property,Not Registered,26493,1,0
57270,52990,4,616,1,Owns Property,Registered,60464,1,0
171921,25545,4,659,3,Owns Property,Registered,177135,0,0
26593,26187,2,655,1,Owns Property,Registered,30137,0,0
12773,34658,2,649,1,Owns Property,Registered,17579,1,0
18118,34525,4,596,1,Owns Property,Registered,25409,0,0
41245,38520,0,694,1,Owns Property,Registered,39961,0,0
114287,78771,3,619,2,Owns Property,Registered,123986,1,0
29928,55797,2,623,2,Rents Property,Registered,36225,0,0
14902,46910,0,552,2,Owns Property,Not Registered,20078,0,0
74508,51297,3,654,1,Owns Property,Not Registered,78767,0,0
23000,49378,2,693,1,Owns Property,Not Registered,28840,1,0
21127,44969,2,682,1,Rents Property,Registered,25323,0,0
44898,48624,1,739,3,Rents Property,Registered,50196,0,0
18205,40459,3,629,2,Owns Property,Not Registered,23284,1,0
108833,43068,4,639,1,Owns Property,Not Registered,112942,0,0
54386,47439,0,636,1,Owns Property,Registered,59883,1,0
120667,51386,3,532,2,Rents Property,Registered,124512,1,0
29471,47885,0,655,2,Rents Property,Registered,35217,1,0
177469,35693,4,648,2,Rents Property,Registered,183789,0,0
19214,65015,1,734,3,Rents Property,Not Registered,28119,0,0
110910,44787,1,630,2,Owns Property,Not Registered,116208,0,0
79531,36570,3,671,3,Owns Property,Registered,89117,1,0
79099,88589,1,724,2,Owns Property,Registered,85229,0,0
18797,14552,1,586,3,Owns Property,Not Registered,24253,1,0
19408,51050,0,760,2,Owns Property,Registered,22682,1,0
129599,45060,2,650,3,Owns Property,Not Registered,134171,1,0
34327,71626,0,691,3,Owns Property,Registered,41476,1,0
11503,69688,4,739,2,Rents Property,Registered,14265,1,0
12006,56684,3,697,2,Owns Property,Registered,15525,1,0
145506,51849,3,720,3,Owns Property,Registered,150462,0,0
57985,34907,1,714,3,Rents Property,Registered,62838,1,0
169609,67293,2,688,2,Rents Property,Not Registered,176854,1,0
32413,45709,2,650,1,Owns Property,Registered,39851,1,0
33226,69611,1,610,1,Owns Property,Registered,35884,0,0
43389,52626,0,667,1,Owns Property,Not Registered,50014,1,0
50733,42243,4,667,3,Owns Property,Not Registered,54750,1,0
30854,59768,1,617,3,Owns Property,Registered,36463,0,0
22557,47327,2,586,3,Owns Property,Registered,27376,1,0
37273,44530,2,607,3,Rents Property,Not Registered,43872,0,0
41606,48098,1,771,2,Owns Property,Registered,42552,1,0
55217,59529,4,624,2,Owns Property,Registered,59530,0,0
32973,56467,2,597,3,Owns Property,Registered,40976,0,0
18908,35688,2,641,3,Rents Property,Registered,23747,1,0
24980,69323,1,611,3,Owns Property,Registered,25306,1,0
26066,33442,0,597,1,Owns Property,Not Registered,29664,1,0
92343,48802,1,720,1,Rents Property,Registered,99431,0,0
26176,41969,1,655,3,Rents Property,Registered,28978,1,0
10250,59591,0,574,2,Rents Property,Registered,14195,0,0
49923,42790,3,582,3,Rents Property,Registered,56113,0,0
65228,66810,0,604,3,Owns Property,Not Registered,70828,0,0
71264,63914,0,676,1,Rents Property,Registered,73608,0,0
20693,39950,4,644,2,Rents Property,Registered,22183,1,0
56367,63789,3,719,3,Owns Property,Registered,60010,1,0
124455,71090,0,607,2,Owns Property,Not Registered,129933,0,0
18857,55964,1,621,2,Owns Property,Registered,24435,0,0
18414,54853,4,695,2,Owns Property,Registered,25927,0,0
77211,52135,4,615,3,Owns Property,Registered,78387,1,0
73113,57755,3,631,2,Rents Property,Registered,79070,1,0
27179,46214,4,596,1,Owns Property,Registered,31141,0,0
60256,39404,0,601,1,Rents Property,Registered,64941,0,0
47930,62647,4,725,1,Owns Property,Registered,54112,0,0
13835,60676,4,647,2,Owns Property,Registered,21699,1,0
131151,47136,4,620,1,Rents Property,Registered,136085,0,0
121628,49950,1,523,1,Owns Property,Registered,126843,0,0
69365,52472,3,673,2,Rents Property,Registered,75556,0,0
15330,73330,0,679,2,Rents Property,Registered,20801,1,0
22935,32826,4,631,3,Rents Property,Registered,29401,0,0
67962,54401,2,700,1,Rents Property,Not Registered,77233,0,0
8155,53561,0,578,2,Rents Property,Registered,19146,0,0
24067,64078,1,702,2,Rents Property,Registered,28989,1,0
14735,43941,3,609,2,Owns Property,Registered,23528,0,0
15955,46181,1,665,1,Rents Property,Registered,20175,1,0
46985,63318,1,642,2,Owns Property,Not Registered,50499,1,0
72412,38375,3,667,3,Rents Property,Not Registered,73186,0,0
31796,64600,0,655,3,Rents Property,Not Registered,37189,0,0
